0.0312768	0.0995235	-0.0303643
0.0648852	0.0979662	-0.0621377
0.10059	0.0951641	-0.0945596
0.140014	0.0907629	-0.128319
0.182772	0.0845447	-0.161989
0.22882	0.0763259	-0.194234
0.278428	0.065936	-0.223679
0.32672	0.0545581	-0.246546
0.373364	0.0426556	-0.262842
0.418339	0.0305857	-0.272965
0.461539	0.0186785	-0.277446
0.502717	0.00724773	-0.276962
0.541403	-0.00339045	-0.272368
0.576612	-0.0128567	-0.264824
0.609999	-0.0215393	-0.254847
0.647518	-0.0308426	-0.240549
0.688518	-0.0403259	-0.221483
0.732796	-0.0496099	-0.19729
0.780446	-0.0583187	-0.167681
0.827838	-0.0655076	-0.135272
0.873655	-0.0709464	-0.101861
0.917769	-0.0747061	-0.0684434
0.960008	-0.0769108	-0.0359138
1.00003	-0.0777313	-0.00513707
1.03255	-0.0774964	0.0195014
1.06524	-0.0764619	0.0436678
1.10015	-0.0745	0.068537
1.1389	-0.0713322	0.0946757
1.18103	-0.0667819	0.120948
1.22643	-0.0607022	0.146313
1.27532	-0.0529607	0.169713
1.3239	-0.0442404	0.188527
1.37087	-0.0350456	0.202203
1.41619	-0.0256666	0.21101
1.45976	-0.0163635	0.215338
1.50137	-0.00738234	0.21569
1.54061	0.00103358	0.212699
1.57291	0.00783174	0.207893
1.60523	0.0144458	0.201052
1.64149	0.0215623	0.191085
1.68138	0.0289227	0.17752
1.72458	0.036224	0.160052
1.77109	0.0431755	0.138444
1.81895	0.0492183	0.11371
1.86531	0.0538979	0.0878979
1.91001	0.0572476	0.0618384
1.9529	0.0593522	0.0362418
1.99372	0.0603319	0.0117832
2.03192	0.0603484	-0.0108458
2.0664	0.0596294	-0.0307717
2.10054	0.0582511	-0.0498251
2.13868	0.0559618	-0.070044
2.18023	0.0526197	-0.090511
2.22506	0.0481071	-0.110413
2.2733	0.0423204	-0.128933
2.32214	0.0356341	-0.144275
2.36941	0.0285332	-0.155606
2.41502	0.0212513	-0.163105
2.45892	0.0139936	-0.167063
2.5009	0.00695278	-0.167853
2.54061	0.000317181	-0.165947
2.57224	-0.0048843	-0.162636
2.60415	-0.0099988	-0.157748
2.63947	-0.0154496	-0.150611
2.67855	-0.02115	-0.140739
2.72099	-0.0268575	-0.127883
2.76671	-0.032346	-0.111847
2.8149	-0.0372864	-0.0929005
2.86164	-0.0411675	-0.0729569
2.90672	-0.0440029	-0.0526895
2.95004	-0.0458529	-0.0326596
2.99137	-0.0468044	-0.0133956
3.03024	-0.046975	0.00457365
3.06573	-0.0465265	0.020625
3.09878	-0.045604	0.0351001
3.13604	-0.0440034	0.0506763
3.17681	-0.0416086	0.0666014
3.22085	-0.0383242	0.082236
3.26826	-0.0340681	0.0969497
3.31745	-0.0289752	0.109626
3.36511	-0.0235123	0.119169
3.41112	-0.0178692	0.125688
3.45543	-0.0122082	0.129394
3.49789	-0.00668081	0.130562
3.53819	-0.00143351	0.129539
3.57143	0.0028365	0.127174
3.60476	0.00701783	0.12347
3.63927	0.0111936	0.118298
3.6777	0.0156043	0.111038
3.71952	0.0200543	0.101492
3.76462	0.024367	0.0894995
3.81306	0.0283571	0.0749602
3.8601	0.0315247	0.0595477
3.90549	0.0338728	0.043802
3.94914	0.0354448	0.0281649
3.99085	0.0363044	0.0130503
4.03021	0.0365383	-0.00113368
4.06215	0.0363209	-0.0124385
4.09422	0.035744	-0.0234819
4.13021	0.0346828	-0.0353851
4.16987	0.0330317	-0.0477342
4.21285	0.0307116	-0.0600173
4.25913	0.0276563	-0.071746
4.30882	0.023818	-0.0823818
4.35701	0.0196423	-0.0905711
4.40354	0.0152849	-0.0963661
4.4484	0.0108749	-0.099917
4.49147	0.00653228	-0.101422
4.5325	0.00237155	-0.101131
4.57098	-0.00149127	-0.0993634
4.60589	-0.00491399	-0.0965536
4.63961	-0.00810902	-0.092801
4.67739	-0.011518	-0.0874567
4.71863	-0.0149825	-0.0803597
4.76314	-0.0183645	-0.0713808
4.81104	-0.0215261	-0.0604158
4.85833	-0.0241058	-0.0485304
4.90403	-0.0260464	-0.03631
4.94801	-0.0273763	-0.0241123
4.9901	-0.028142	-0.0122626
5.02994	-0.0284073	-0.00107715
5.06194	-0.0282997	0.00776986
5.09418	-0.0279085	0.0164593
5.12934	-0.0271682	0.0255871
5.16829	-0.0259831	0.0351516
5.21061	-0.0242895	0.0447427
5.2562	-0.0220342	0.0539803
5.3053	-0.0191688	0.0624768
5.35379	-0.0159683	0.0692388
5.40067	-0.0126017	0.0741265
5.44588	-0.00917364	0.0772421
5.48934	-0.00577884	0.0787313
5.53083	-0.00250694	0.0787798
5.56991	0.000552938	0.0776226
5.60571	0.0032978	0.0755725
5.63837	0.00572436	0.0729132
5.67531	0.00834933	0.0690488
5.7158	0.0110428	0.0638481
5.75957	0.0136959	0.0572049
5.80668	0.0162023	0.0490349
5.85429	0.0183225	0.0399036
5.90037	0.019945	0.0304363
5.94476	0.021086	0.0209257
5.98731	0.0217789	0.0116283
6.02771	0.02207	0.00279009
6.06122	0.0220419	-0.00444536
6.0948	0.0217731	-0.0115268
6.12914	0.0212564	-0.018516
6.16743	0.0204045	-0.0259142
6.20912	0.0191658	-0.0333901
6.25409	0.0174978	-0.0406467
6.30249	0.0153625	-0.0473855
6.35127	0.0129108	-0.0529278
6.39846	0.0103116	-0.0570058
6.444	0.00764967	-0.0596874
6.48782	0.0049997	-0.0610804
6.52971	0.00243196	-0.0613225
6.56931	1.5322e-05	-0.060588
6.60061	-0.00186364	-0.059364
6.63222	-0.00371313	-0.0575741
6.66767	-0.00570938	-0.0549365
6.70687	-0.00779366	-0.0512964
6.74941	-0.00987795	-0.0465636
6.79524	-0.0118796	-0.040667
6.84338	-0.0136731	-0.0337295
6.89007	-0.0150795	-0.0264354
6.9351	-0.0161043	-0.0190294
6.97837	-0.0167698	-0.0117161
7.01962	-0.0171082	-0.00468841
7.05841	-0.0171627	0.00186007
7.09377	-0.0169932	0.0076994
7.12698	-0.0166488	0.0130067
7.16436	-0.0160551	0.0187063
7.20523	-0.01517	0.0245255
7.24939	-0.0139587	0.0302311
7.2969	-0.0123914	0.0355926
7.34605	-0.0105251	0.0401873
7.39366	-0.00852584	0.0436379
7.43961	-0.00646274	0.0459855
7.48387	-0.00439492	0.0473083
7.52627	-0.00237768	0.0477073
7.56648	-0.000464494	0.0473102
7.59952	0.00108541	0.046434
7.63268	0.00260378	0.0450742
7.66731	0.00413305	0.0431645
7.70583	0.00574601	0.0404902
7.74774	0.00737152	0.0369785
7.79293	0.00894513	0.0325716
7.84134	0.0103953	0.0272486
7.88833	0.0115449	0.0216116
7.93368	0.0123954	0.0158572
7.97728	0.0129628	0.0101464
8.01893	0.0132706	0.0046304
8.05823	0.0133507	-0.00054165
8.09038	0.0132662	-0.00469612
8.12259	0.0130494	-0.00874498
8.15874	0.0126538	-0.0131046
8.19853	0.0120414	-0.0176195
8.24164	0.0111836	-0.0221031
8.28805	0.0100562	-0.0263772
8.33769	0.00864816	-0.0302298
8.38581	0.00711902	-0.0331888
8.43228	0.00552529	-0.0352748
8.47707	0.003914	-0.0365431
8.52007	0.00232894	-0.0370667
8.56102	0.000811873	-0.0369381
8.5994	-0.000594671	-0.0362749
8.63413	-0.00183797	-0.0352382
8.66802	-0.00300964	-0.033846
8.70595	-0.00425703	-0.0318697
8.74731	-0.00552273	-0.029251
8.79195	-0.00675635	-0.025943
8.83999	-0.00790752	-0.021908
8.88723	-0.00884089	-0.0175569
8.93285	-0.00954088	-0.0130894
8.97677	-0.0100183	-0.00863522
9.01877	-0.0102903	-0.00431277
9.05851	-0.0103805	-0.000237693
9.09023	-0.0103371	0.00296305
9.1222	-0.0101918	0.00610947
9.15749	-0.00991684	0.00945217
